NAME_1,NAME_2,NAME_3,very low,low,medium,high
Bangkok Metropolis,Bang Bon,NA,64539,1016,339,219
Bangkok Metropolis,Bang Kapi,NA,66333,690,232,180
Bangkok Metropolis,Bang Khae,NA,99927,1160,377,276
Bangkok Metropolis,Bang Khen,NA,84820,668,157,86
Bangkok Metropolis,Bang Kho Laem,NA,28741,342,102,34
Bangkok Metropolis,Bang Na,NA,46426,537,148,105
Bangkok Metropolis,Bang Plad,NA,32414,222,75,35
Bangkok Metropolis,Bang Rak,NA,10879,227,97,54
Bangkok Metropolis,Bang Su,NA,35339,313,94,50
Bangkok Metropolis,Bangkhuntien,NA,118573,1880,698,433
Bangkok Metropolis,Bangkok Noi,NA,39248,536,187,175
Bangkok Metropolis,Bangkok Yai,NA,25105,260,78,39
Bangkok Metropolis,Bung Kum,NA,59643,462,107,60
Bangkok Metropolis,Chatuchak,NA,75263,429,117,48
Bangkok Metropolis,Chom Thong,NA,65829,831,314,178
Bangkok Metropolis,Din Dang,NA,26237,180,108,42
Bangkok Metropolis,Don Muang,NA,54099,332,112,37
Bangkok Metropolis,Dusit,NA,24203,459,186,75
Bangkok Metropolis,Huai Kwang,NA,34160,330,79,63
Bangkok Metropolis,Khan Na Yao,NA,47470,380,170,82
Bangkok Metropolis,Khlong Sam Wa,NA,108153,991,295,209
Bangkok Metropolis,Khlong San,NA,22758,237,98,28
Bangkok Metropolis,Khlong Toey,NA,30601,215,70,34
Bangkok Metropolis,Lak Si,NA,40758,283,81,24
Bangkok Metropolis,Lat Krabang,NA,116086,1383,463,435
Bangkok Metropolis,Lat Phrao,NA,56795,546,123,57
Bangkok Metropolis,Min Buri,NA,83453,753,303,191
Bangkok Metropolis,Nong Chok,NA,116320,2059,828,535
Bangkok Metropolis,Nongkheam,NA,64704,739,298,185
Bangkok Metropolis,Pathum Wan,NA,13994,160,73,31
Bangkok Metropolis,Phasi Charoen,NA,53968,657,241,181
Bangkok Metropolis,Phaya Thai,NA,23844,182,83,28
Bangkok Metropolis,Phra Nakhon,NA,12905,185,80,55
Bangkok Metropolis,Pom Pram Sattru,NA,7964,48,22,3
Bangkok Metropolis,Prakanong,NA,36228,413,89,65
Bangkok Metropolis,Prawet,NA,106382,1059,373,168
Bangkok Metropolis,Rat Burana,NA,30864,422,183,69
Bangkok Metropolis,Ratchathewi,NA,14905,220,95,56
Bangkok Metropolis,Sai Mai,NA,84605,684,237,187
Bangkok Metropolis,Samphantawong,NA,7642,109,26,10
Bangkok Metropolis,Saphan Sung,NA,60447,305,97,67
Bangkok Metropolis,Sathorn,NA,19842,341,140,38
Bangkok Metropolis,Suan Luang,NA,59890,829,213,114
Bangkok Metropolis,Taling Chan,NA,63962,844,262,202
Bangkok Metropolis,Thawi Wattana,NA,64802,790,251,154
Bangkok Metropolis,Thon Buri,NA,30831,272,121,74
Bangkok Metropolis,Thungkru,NA,64511,652,274,148
Bangkok Metropolis,Wang Thonglang,NA,50679,348,131,81
Bangkok Metropolis,Wattana,NA,33928,363,111,51
Bangkok Metropolis,Yannawa,NA,33676,309,111,32
Chachoengsao,Ban Pho,Ban Pho,2171,21,8,12
Chachoengsao,Ban Pho,Bang Krut,2226,19,9,14
Chachoengsao,Ban Pho,Bang Son,1254,3,2,0
Chachoengsao,Ban Pho,Don Sai,3568,80,27,21
Chachoengsao,Ban Pho,Khlong Ban Pho,1826,19,14,7
Chachoengsao,Ban Pho,Khlong Kut,1276,10,14,5
Chachoengsao,Ban Pho,Khlong Prawet,4972,54,20,28
Chachoengsao,Ban Pho,Ko Rai,3461,22,2,9
Chachoengsao,Ban Pho,Laem Pradu,4256,96,51,27
Chachoengsao,Ban Pho,Lat Khwang,2484,43,30,26
Chachoengsao,Ban Pho,Nong Bua,2918,51,27,19
Chachoengsao,Ban Pho,Nong Tin Nok,4705,35,18,17
Chachoengsao,Ban Pho,Saen Phu Dat,3621,38,14,7
Chachoengsao,Ban Pho,Sanam Chan,5137,82,28,7
Chachoengsao,Ban Pho,Sip Et Sok,2815,46,6,20
Chachoengsao,Ban Pho,Tha Phlap,2230,27,7,1
Chachoengsao,Ban Pho,Theppharat,7175,72,30,29
Chachoengsao,Bang Khla,Bang Khla,4391,111,45,38
Chachoengsao,Bang Khla,Bang Krachet,3329,64,29,26
Chachoengsao,Bang Khla,Bang Suan,1907,9,3,6
Chachoengsao,Bang Khla,Hua Sai,4080,84,34,39
Chachoengsao,Bang Khla,Pak Nam,5116,61,8,14
Chachoengsao,Bang Khla,Samet Nuea,3946,84,39,20
Chachoengsao,Bang Khla,Samet Tai,4410,64,25,35
Chachoengsao,Bang Khla,Sao Cha-Ngok,2679,12,7,7
Chachoengsao,Bang Khla,Tha Thonglang,3731,62,20,12
Chachoengsao,Bang Nam Prieo,Bang Khanak,4565,100,18,6
Chachoengsao,Bang Nam Prieo,Bang Nam Priao,7649,64,18,17
Chachoengsao,Bang Nam Prieo,Bueng Nam Rak,3987,69,26,14
Chachoengsao,Bang Nam Prieo,Don Chimphli,9341,93,34,38
Chachoengsao,Bang Nam Prieo,Don Ko Ka,6850,78,42,26
Chachoengsao,Bang Nam Prieo,Mon Thong,5909,50,15,17
Chachoengsao,Bang Nam Prieo,Phrong Akat,6063,86,37,26
Chachoengsao,Bang Nam Prieo,Sala Daeng,11637,176,94,66
Chachoengsao,Bang Nam Prieo,Singto Thong,4699,53,18,11
Chachoengsao,Bang Nam Prieo,Yothaka,4370,93,20,20
Chachoengsao,Bang Pakong,Bang Kluea,9912,177,58,55
Chachoengsao,Bang Pakong,Bang Pakong,13880,251,99,83
Chachoengsao,Bang Pakong,Bang Phueng,4666,36,11,10
Chachoengsao,Bang Pakong,Bang Samak,15563,391,126,64
Chachoengsao,Bang Pakong,Bang Wua,8910,172,38,17
Chachoengsao,Bang Pakong,Nong Chok,4479,47,24,20
Chachoengsao,Bang Pakong,Phimpha,4069,91,30,24
Chachoengsao,Bang Pakong,Song Khlong,9707,148,85,57
Chachoengsao,Bang Pakong,Tha Kham,9723,150,71,46
Chachoengsao,Bang Pakong,Tha Sa-an,8174,153,61,36
Chachoengsao,K. Khlong Khuan,Bang Lao,1176,16,5,5
Chachoengsao,K. Khlong Khuan,Bang Rong,1441,14,7,8
Chachoengsao,K. Khlong Khuan,Bang Talat,2317,55,26,2
Chachoengsao,K. Khlong Khuan,Khlong Khuean,2852,23,10,14
Chachoengsao,K. Khlong Khuan,Kon Kaeo,2548,40,15,7
Chachoengsao,Muang Chachoengsao,Ban Mai,1815,40,25,10
Chachoengsao,Muang Chachoengsao,Bang Kaeo,6000,46,29,9
Chachoengsao,Muang Chachoengsao,Bang Kahai,3722,12,7,4
Chachoengsao,Muang Chachoengsao,Bang Khwan,5449,37,11,7
Chachoengsao,Muang Chachoengsao,Bang Phai,5239,76,29,21
Chachoengsao,Muang Chachoengsao,Bang Phra,6733,88,31,16
Chachoengsao,Muang Chachoengsao,Bang Tin Pet,8270,104,29,43
Chachoengsao,Muang Chachoengsao,Bang Toei,7192,78,14,4
Chachoengsao,Muang Chachoengsao,Khlong Chuk Krachoe,2691,12,7,12
Chachoengsao,Muang Chachoengsao,Khlong Luang Phaeng,10528,217,67,69
Chachoengsao,Muang Chachoengsao,Khlong Na,3727,49,23,5
Chachoengsao,Muang Chachoengsao,Khlong Nakhon Nueang Khet,8051,51,17,11
Chachoengsao,Muang Chachoengsao,Khlong Preng,9122,143,72,34
Chachoengsao,Muang Chachoengsao,Khlong Udom Chonlachon,7274,179,55,52
Chachoengsao,Muang Chachoengsao,Na Mueang,20518,411,113,59
Chachoengsao,Muang Chachoengsao,Nam Daeng,2497,42,14,14
Chachoengsao,Muang Chachoengsao,Sothon,6863,95,32,42
Chachoengsao,Muang Chachoengsao,Tha Khai,8048,88,19,7
Chachoengsao,Muang Chachoengsao,Wang Takhian,6317,70,21,29
Chachoengsao,Phanom Sarakham,Ban Song,8773,122,49,37
Chachoengsao,Phanom Sarakham,Khao Hin Son,17892,444,262,210
Chachoengsao,Phanom Sarakham,Ko Khanun,11830,290,123,121
Chachoengsao,Phanom Sarakham,Mueang Kao,1949,38,19,25
Chachoengsao,Phanom Sarakham,Nong Nae,9620,228,102,74
Chachoengsao,Phanom Sarakham,Nong Yao,7130,89,35,14
Chachoengsao,Phanom Sarakham,Phanom Sarakham,4453,69,29,32
Chachoengsao,Phanom Sarakham,Tha Than,6738,122,58,44
Chachoengsao,Plaeng Yao,Hua Samrong,10953,270,100,75
Chachoengsao,Plaeng Yao,Nong Mai Kaen,5329,56,31,23
Chachoengsao,Plaeng Yao,Plaeng Yao,14840,286,127,114
Chachoengsao,Plaeng Yao,Wang Yen,9183,156,55,24
Chachoengsao,Ratchasan,Bang Kha,2340,38,17,19
Chachoengsao,Ratchasan,Dong Noi,4990,93,31,39
Chachoengsao,Ratchasan,Mueang Mai,2470,30,15,12
Chachoengsao,Sanam Chaikhet,Ku Yai Mi,10490,211,126,93
Chachoengsao,Sanam Chaikhet,Lat Krathing,12447,236,109,124
Chachoengsao,Sanam Chaikhet,Tha Kradan,16934,449,247,277
Chachoengsao,Sanam Chaikhet,Thung Phraya,10788,344,198,265
Chachoengsao,Tha Ta Kieb,Khlong Takrao,17699,305,181,220
Chachoengsao,Tha Ta Kieb,Tha Takiap,18720,385,234,220
Chanthaburi,K. Kao Kichakut,NA,26,0,0,0
Chanthaburi,K. Na Yai Am,Chang Kham,4308,0,0,0
Chanthaburi,K. Na Yai Am,Krachae,4002,0,0,0
Chanthaburi,K. Na Yai Am,Na Yai Am,6516,0,0,0
Chanthaburi,K. Na Yai Am,Sanamchai,3042,0,0,0
Chanthaburi,K. Na Yai Am,Wang Tanot,9500,0,0,0
Chanthaburi,Kang Hang Maeo,Kaeng Hang Maeo,7238,0,0,0
Chanthaburi,Kang Hang Maeo,Khao Wongkot,3350,0,0,0
Chanthaburi,Kang Hang Maeo,Sam Phi Nong,11366,0,0,0
Chanthaburi,Tha Mai,Khamong,972,0,0,0
Chanthaburi,Tha Mai,Khao Baisri,65,0,0,0
Chanthaburi,Tha Mai,Ramphan,3750,0,0,0
Chanthaburi,Tha Mai,Siphaya,1409,0,0,0
Chanthaburi,Tha Mai,Song Pi Nong,8618,0,0,0
Chanthaburi,Tha Mai,Thung Bencha,12522,0,0,0
Chon Buri,Ban Bung,Ban Bueng,22265,315,101,75
Chon Buri,Ban Bung,Khlong Kio,23073,24,14,23
Chon Buri,Ban Bung,Map Phai,11976,140,60,64
Chon Buri,Ban Bung,Nong Bon Daeng,10124,193,76,76
Chon Buri,Ban Bung,Nong Chak,18815,297,112,94
Chon Buri,Ban Bung,Nong Irun,27708,210,96,85
Chon Buri,Bang Lamung,Khao Mai Kaeo,16085,0,0,0
Chon Buri,Bang Lamung,NA,160059,0,0,0
Chon Buri,Bang Lamung,Nong Pla Lai,26200,0,0,0
Chon Buri,Bang Lamung,Nong Prue,59887,0,0,0
Chon Buri,Bang Lamung,Pong,16598,0,0,0
Chon Buri,Bang Lamung,Takhian Tia,23858,0,0,0
Chon Buri,Bo Thong,Bo Kwang Thong,8871,165,50,65
Chon Buri,Bo Thong,Bo Thong,10466,92,26,42
Chon Buri,Bo Thong,Kaset Suwan,5531,46,32,51
Chon Buri,Bo Thong,Wat Suwan,20449,165,63,85
Chon Buri,K. Ko Chan,NA,31882,491,213,175
Chon Buri,Ko Sichang,Tha Thewawong,3444,0,0,0
Chon Buri,Muang Chon Buri,Huai Kapi,23101,317,94,54
Chon Buri,Muang Chon Buri,Khlong Tamru,13691,320,158,117
Chon Buri,Muang Chon Buri,Mueang,17057,130,41,31
Chon Buri,Muang Chon Buri,NA,111158,1838,661,427
Chon Buri,Muang Chon Buri,Nong Khang Khok,10603,130,70,71
Chon Buri,Muang Chon Buri,Nong Mai Daeng,11910,180,50,17
Chon Buri,Muang Chon Buri,Nong Ri,10628,213,59,24
Chon Buri,Muang Chon Buri,Pa Na,22536,248,97,53
Chon Buri,Muang Chon Buri,Samet,25030,454,166,108
Chon Buri,Muang Chon Buri,Samnak Bok,7689,119,24,21
Chon Buri,Nong Yai,Hang Sung,3489,0,0,0
Chon Buri,Nong Yai,Khao Sok,5000,0,0,0
Chon Buri,Nong Yai,Khlong Phlu,3212,0,0,0
Chon Buri,Nong Yai,Nong Suea Chang,6369,0,0,0
Chon Buri,Nong Yai,Nong Yai,5296,0,0,0
Chon Buri,Phan Thong,Ban Kao,12300,233,45,45
Chon Buri,Phan Thong,Bang Hak,1157,20,10,6
Chon Buri,Phan Thong,Bang Nang,8722,111,34,36
Chon Buri,Phan Thong,Khok Khi Non,2526,10,2,9
Chon Buri,Phan Thong,Ko Loi,3362,37,10,13
Chon Buri,Phan Thong,Map Pong,11331,205,130,68
Chon Buri,Phan Thong,Na Pradu,2970,44,4,12
Chon Buri,Phan Thong,Nong Hong,7676,150,78,57
Chon Buri,Phan Thong,Nong Kakha,7341,171,60,29
Chon Buri,Phan Thong,Nong Tamlueng,12896,240,98,57
Chon Buri,Phan Thong,Phan Thong,12044,169,56,29
Chon Buri,Phanat Nikhom,Ban Chang,7935,93,33,16
Chon Buri,Phanat Nikhom,Ban Choet,4172,104,41,33
Chon Buri,Phanat Nikhom,Hua Thanon,4919,73,35,33
Chon Buri,Phanat Nikhom,Khok Phlo,2744,32,15,13
Chon Buri,Phanat Nikhom,Kut Ngong,5351,127,63,47
Chon Buri,Phanat Nikhom,Mon Nang,18485,409,158,120
Chon Buri,Phanat Nikhom,Na Matum,2253,28,5,5
Chon Buri,Phanat Nikhom,Na Phrathat,6622,126,54,52
Chon Buri,Phanat Nikhom,Na Roek,13269,269,143,81
Chon Buri,Phanat Nikhom,Na Wang Hin,6728,88,24,34
Chon Buri,Phanat Nikhom,Nong Hiang,11177,184,81,82
Chon Buri,Phanat Nikhom,Nong Khayat,6004,79,28,35
Chon Buri,Phanat Nikhom,Nong Prue,5411,116,40,47
Chon Buri,Phanat Nikhom,Rai Lak Thong,3033,119,16,16
Chon Buri,Phanat Nikhom,Sa Si Liam,5097,65,32,20
Chon Buri,Phanat Nikhom,Tha Kham,3262,49,31,26
Chon Buri,Phanat Nikhom,Thung Kwang,4491,88,26,38
Chon Buri,Phanat Nikhom,Wat Bot,3876,40,17,23
Chon Buri,Phanat Nikhom,Wat Luang,1842,45,16,11
Chon Buri,Sattahip,Bang Sare,28612,0,0,0
Chon Buri,Sattahip,Na Chom Thian,15389,0,0,0
Chon Buri,Sattahip,Phlu Ta Luang,33793,0,0,0
Chon Buri,Sattahip,Samaesan,4322,0,0,0
Chon Buri,Sattahip,Sattahip,44953,0,0,0
Chon Buri,Si Racha,Bang Phra,35111,0,0,0
Chon Buri,Si Racha,Bo Win,30777,0,0,0
Chon Buri,Si Racha,Khao Khansong,189103,0,0,0
Chon Buri,Si Racha,Nong Kham,52515,0,0,0
Nakhon Nayok,Muang Nakhon Nayok,NA,2291,54,18,11
Nakhon Nayok,Ongkharak,NA,17043,184,57,38
Nakhon Nayok,Pak Phli,NA,817,1,0,0
Nakhon Pathom,Muang Nakhon Pathom,Bang Khaem,8069,162,93,93
Nakhon Pathom,Muang Nakhon Pathom,Bo Phlap,13312,291,152,103
Nakhon Pathom,Muang Nakhon Pathom,Don Yai Hom,12279,195,100,65
Nakhon Pathom,Muang Nakhon Pathom,Lam Phaya,9235,215,111,96
Nakhon Pathom,Muang Nakhon Pathom,Map Khae,61,8,4,0
Nakhon Pathom,Muang Nakhon Pathom,Nakhon Pathom,7901,127,59,57
Nakhon Pathom,Muang Nakhon Pathom,Nong Din Daeng,6211,138,44,72
Nakhon Pathom,Muang Nakhon Pathom,Nong Pak Long,4431,97,47,25
Nakhon Pathom,Muang Nakhon Pathom,Phra Prathon,2492,62,36,24
Nakhon Pathom,Muang Nakhon Pathom,Phrong Maduea,4962,109,47,58
Nakhon Pathom,Muang Nakhon Pathom,Sam Khwai Phueak,23949,610,283,264
Nakhon Pathom,Muang Nakhon Pathom,Sanam Chan,10410,228,77,42
Nakhon Pathom,Muang Nakhon Pathom,Sra Kathiam,8294,122,68,63
Nakhon Pathom,Muang Nakhon Pathom,Suan Pan,3229,80,30,18
Nakhon Pathom,Muang Nakhon Pathom,Thammasala,8738,192,88,86
Nakhon Pathom,Muang Nakhon Pathom,Thanon Khat,6248,157,57,32
Nakhon Pathom,Muang Nakhon Pathom,Thung Noi,3149,57,17,19
Nakhon Pathom,Muang Nakhon Pathom,Wang Taku,260,19,1,3
Nakhon Pathom,Muang Nakhon Pathom,Wang Yen,3416,67,23,20
Nakhon Pathom,Nakhon Chaisi,Bang Kaeo,3805,60,33,26
Nakhon Pathom,Nakhon Chaisi,Bang Krabao,2322,62,8,3
Nakhon Pathom,Nakhon Chaisi,Bang Rakam,6149,119,40,34
Nakhon Pathom,Nakhon Chaisi,Don Faek,2683,30,10,1
Nakhon Pathom,Nakhon Chaisi,Huai Phlu,2033,31,1,2
Nakhon Pathom,Nakhon Chaisi,Khok Phra Chedi,6258,113,55,37
Nakhon Pathom,Nakhon Chaisi,Khun Kaeo,15572,348,157,136
Nakhon Pathom,Nakhon Chaisi,Laem Bua,3857,63,40,18
Nakhon Pathom,Nakhon Chaisi,Lan Tak Fa,6822,76,26,20
Nakhon Pathom,Nakhon Chaisi,Nakahon Chai Si,3850,177,115,58
Nakhon Pathom,Nakhon Chaisi,Ngio Rai,3201,52,19,12
Nakhon Pathom,Nakhon Chaisi,Phaniat,3637,62,24,20
Nakhon Pathom,Nakhon Chaisi,Sampathuan,3264,56,17,18
Nakhon Pathom,Nakhon Chaisi,Tha Krachap,3712,77,20,29
Nakhon Pathom,Nakhon Chaisi,Tha Phraya,3215,38,21,26
Nakhon Pathom,Nakhon Chaisi,Tha Tamnak,9165,116,70,35
Nakhon Pathom,Nakhon Chaisi,Wat Khae,2541,58,16,17
Nakhon Pathom,Nakhon Chaisi,Wat Lamut,719,11,3,5
Nakhon Pathom,Nakhon Chaisi,Wat Samrong,2839,36,10,8
Nakhon Pathom,Phuttha Mon Thon,Khlong Yong,9333,121,34,26
Nakhon Pathom,Phuttha Mon Thon,Maha Sawat,6958,111,50,35
Nakhon Pathom,Phuttha Mon Thon,Salaya,24793,270,79,39
Nakhon Pathom,Sam Phran,Ban Mai,7688,87,27,4
Nakhon Pathom,Sam Phran,Bang Chang,7841,88,40,38
Nakhon Pathom,Sam Phran,Bang Krathuek,10383,147,47,31
Nakhon Pathom,Sam Phran,Bang Toei,6291,70,41,39
Nakhon Pathom,Sam Phran,Hom Kret,7681,149,50,11
Nakhon Pathom,Sam Phran,Khlong Chinda,7122,116,40,25
Nakhon Pathom,Sam Phran,Khlong Mai,7907,119,68,36
Nakhon Pathom,Sam Phran,Krathum Lom,13860,184,90,76
Nakhon Pathom,Sam Phran,Rai Khing,9495,103,41,15
Nakhon Pathom,Sam Phran,Sam Phran,30620,401,134,91
Nakhon Pathom,Sam Phran,Talat Chinda,10896,249,95,70
Nakhon Pathom,Sam Phran,Tha Kham,7341,103,42,29
Nakhon Pathom,Sam Phran,Tha Talat,11020,214,83,68
Nakhon Pathom,Sam Phran,Yai Cha,4636,106,59,62
Nonthaburi,Bang Bua Thong,Bang Khu Rat,7521,103,54,35
Nonthaburi,Bang Bua Thong,Bang Rak Yai,42064,350,95,53
Nonthaburi,Bang Bua Thong,Lahan,2137,10,10,0
Nonthaburi,Bang Bua Thong,Phimon Rat,8256,62,16,0
Nonthaburi,Bang Kruai,Bang Khanun,5124,113,19,9
Nonthaburi,Bang Kruai,Bang Khu Wiang,23331,271,87,36
Nonthaburi,Bang Kruai,Bang Khun Kong,7250,81,33,23
Nonthaburi,Bang Kruai,Bang Kruai,11785,97,31,10
Nonthaburi,Bang Kruai,Bang Si Thong,7235,50,20,7
Nonthaburi,Bang Kruai,Maha Sawat,18201,163,31,14
Nonthaburi,Bang Kruai,Plai Bang,9944,179,58,38
Nonthaburi,Bang Kruai,Sala Klang,21387,185,63,46
Nonthaburi,Bang Yai,Ban Mai,10280,131,40,42
Nonthaburi,Bang Yai,Bang Len,13239,106,17,12
Nonthaburi,Bang Yai,Bang Mae Nang,28474,362,122,49
Nonthaburi,Bang Yai,Bang Muang,11810,108,38,40
Nonthaburi,Bang Yai,Bang Yai,15041,183,55,44
Nonthaburi,Bang Yai,Sao Thong Hin,15666,142,36,21
Nonthaburi,Muang Nonthaburi,Bang Krang,21469,251,72,39
Nonthaburi,Muang Nonthaburi,Bang Phai,124144,1310,383,226
Nonthaburi,Muang Nonthaburi,Bang Rak Noi,14681,193,63,52
Nonthaburi,Muang Nonthaburi,Sai Ma,12660,76,38,14
Nonthaburi,Pak Kret,Bang Phlap,2381,15,2,12
Nonthaburi,Pak Kret,Bang Tanai,1638,0,0,0
Nonthaburi,Pak Kret,Klong Phra Udom,1653,13,5,0
Nonthaburi,Pak Kret,Ko Kret,4044,53,20,31
Nonthaburi,Pak Kret,NA,82260,544,199,98
Nonthaburi,Pak Kret,Om Kret,3202,33,7,8
Nonthaburi,Sai Noi,Nong Prao Ngai,3874,48,6,6
Pathum Thani,Lam Luk Ka,Bueng Thong Lang,8800,149,45,36
Pathum Thani,Lam Luk Ka,Khu Khot,22441,210,66,38
Pathum Thani,Lam Luk Ka,Lam Sai,39222,411,114,61
Pathum Thani,Lam Luk Ka,Lat Sawai,22490,227,89,37
Pathum Thani,Lam Luk Ka,Lum Luk Ka,17128,140,45,31
Pathum Thani,Muang Pathum Thani,Lak Hok,346,0,0,0
Phetchaburi,Ban Laem,Ban Laem,10594,0,0,0
Phetchaburi,Ban Laem,Bang Kaeo,5794,0,0,0
Phetchaburi,Ban Laem,Bang Khrok,8111,0,0,0
Phetchaburi,Ban Laem,Bang Khun Sai,7161,0,0,0
Phetchaburi,Ban Laem,Bang Tabun,2481,18,16,16
Phetchaburi,Ban Laem,Bang Tabun Ok,3328,8,8,12
Phetchaburi,Ban Laem,Laem Phak Bia,6116,0,0,0
Phetchaburi,Ban Laem,Pak Thale,2127,0,0,0
Phetchaburi,Ban Laem,Tha Raeng,4155,0,0,0
Phetchaburi,Ban Laem,Tha Raeng Ok,4840,0,0,0
Phetchaburi,Ban Lat,Ban Hat,4574,0,0,0
Phetchaburi,Ban Lat,Ban Lat,5484,0,0,0
Phetchaburi,Ban Lat,Ban Than,2467,0,0,0
Phetchaburi,Ban Lat,Huai Khong,10150,0,0,0
Phetchaburi,Ban Lat,Lat Pho,1667,0,0,0
Phetchaburi,Ban Lat,Nong Kapu,4493,0,0,0
Phetchaburi,Ban Lat,Nong Krachet,2915,0,0,0
Phetchaburi,Ban Lat,Rai Khok,3532,0,0,0
Phetchaburi,Ban Lat,Rai Makham,3441,0,0,0
Phetchaburi,Ban Lat,Rai Sathon,5826,0,0,0
Phetchaburi,Ban Lat,Rong Khe,2797,0,0,0
Phetchaburi,Ban Lat,Samo Phlue,2157,0,0,0
Phetchaburi,Ban Lat,Saphan Krai,832,0,0,0
Phetchaburi,Ban Lat,Tha Chang,2853,0,0,0
Phetchaburi,Ban Lat,Tha Sen,5047,0,0,0
Phetchaburi,Ban Lat,Tham Rong,4359,0,0,0
Phetchaburi,Cha-Am,Bang Kao,5140,0,0,0
Phetchaburi,Cha-Am,Huai Sai Nuea,5788,0,0,0
Phetchaburi,Cha-Am,Nong Sala,100890,0,0,0
Phetchaburi,Kaeng Krachan,Kaeng Krachan,11531,0,0,0
Phetchaburi,Kaeng Krachan,Song Phi Nong,5926,0,0,0
Phetchaburi,Kaeng Krachan,Wang Chan,10709,0,0,0
Phetchaburi,Khao Yoi,Bang Khem,2567,18,10,0
Phetchaburi,Khao Yoi,Huai Rong,3695,65,26,7
Phetchaburi,Khao Yoi,Huai Tha Chang,2695,0,0,0
Phetchaburi,Khao Yoi,Khao Yoi,6148,0,0,0
Phetchaburi,Khao Yoi,Nong Chumpon,6766,25,20,24
Phetchaburi,Khao Yoi,Nong Chumpon Nuea,4347,26,11,9
Phetchaburi,Khao Yoi,Nong Pla Lai,3506,0,0,0
Phetchaburi,Khao Yoi,Nong Prong,3619,0,0,0
Phetchaburi,Khao Yoi,Sa Phang,3580,0,0,0
Phetchaburi,Khao Yoi,Thap Khang,3611,0,0,0
Phetchaburi,Muang Phetchaburi,Ban Kum,2994,0,0,0
Phetchaburi,Muang Phetchaburi,Ban Mo,4513,0,0,0
Phetchaburi,Muang Phetchaburi,Bang Chak,1604,0,0,0
Phetchaburi,Muang Phetchaburi,Bang Chan,2961,0,0,0
Phetchaburi,Muang Phetchaburi,Chong Sakae,7584,0,0,0
Phetchaburi,Muang Phetchaburi,Don Yang,7528,0,0,0
Phetchaburi,Muang Phetchaburi,Na Phan Sam,2145,0,0,0
Phetchaburi,Muang Phetchaburi,Na Wung,9062,0,0,0
Phetchaburi,Muang Phetchaburi,Nong Khanan,12410,0,0,0
Phetchaburi,Muang Phetchaburi,Nong Phlap,1299,0,0,0
Phetchaburi,Muang Phetchaburi,Nong Sano,2444,0,0,0
Phetchaburi,Muang Phetchaburi,Pho Phra,1274,0,0,0
Phetchaburi,Muang Phetchaburi,Pho Rai Wan,5205,0,0,0
Phetchaburi,Muang Phetchaburi,Rai Som,7421,0,0,0
Phetchaburi,Muang Phetchaburi,Sam Marong,2588,0,0,0
Phetchaburi,Muang Phetchaburi,Thong Chai,4534,0,0,0
Phetchaburi,Muang Phetchaburi,Ton Mamuang,30529,0,0,0
Phetchaburi,Muang Phetchaburi,Ton Maphrao,1585,0,0,0
Phetchaburi,Muang Phetchaburi,Wang Tako,977,0,0,0
Phetchaburi,Muang Phetchaburi,Wiang Khoi,1091,0,0,0
Phetchaburi,Nong Ya Plong,Nong Ya Plong,13332,0,1,2
Phetchaburi,Nong Ya Plong,Yang Nam Klat Nua,3257,0,0,0
Phetchaburi,Nong Ya Plong,Yang Nam Klat Tai,3779,0,0,0
Phetchaburi,Tha Yang,Klat Luang,24289,0,0,0
Phetchaburi,Tha Yang,Map Pla Khao,4796,0,0,0
Phetchaburi,Tha Yang,NA,45510,0,0,0
Phetchaburi,Tha Yang,Nong Chok,4629,0,0,0
Phetchaburi,Tha Yang,Tha Mai Ruak,7777,0,0,0
Phetchaburi,Tha Yang,Wang Khrai,6143,0,0,0
Phetchaburi,Tha Yang,Yang Yong,5516,0,0,0
Prachin Buri,Ban Sang,NA,25993,417,197,146
Prachin Buri,Kabin Buri,NA,56727,1502,834,913
Prachin Buri,Muang Prachin Buri,NA,43318,992,467,315
Prachin Buri,Na Di,NA,1834,12,12,11
Prachin Buri,Prachantakham,Ban Hoi,3638,46,13,23
Prachin Buri,Prachantakham,Bu Fai,625,3,7,3
Prachin Buri,Prachantakham,Dong Bang,4375,79,49,19
Prachin Buri,Prachantakham,Kham Tanot,6842,117,63,43
Prachin Buri,Prachantakham,Ko Loi,4088,102,48,40
Prachin Buri,Prachantakham,Nong Kaeo,1714,8,0,0
Prachin Buri,Prachantakham,Nong Saeng,2225,31,16,6
Prachin Buri,Prachantakham,Pho Ngam,4145,109,30,19
Prachin Buri,Prachantakham,Prachantakham,7125,118,36,20
Prachin Buri,Si Mahosot,NA,15390,308,164,183
Prachin Buri,Sri Mahar Pho,NA,78859,2299,1046,949
Prachuap Khiri Khan,Hua Hin,Hin Lek Fai,50691,0,0,0
Prachuap Khiri Khan,Hua Hin,NA,56415,0,0,0
Prachuap Khiri Khan,Hua Hin,Nong Phlap,12376,0,0,0
Prachuap Khiri Khan,K. Sam Roi Yot,NA,27009,0,0,0
Prachuap Khiri Khan,Pran Buri,Khao Noi,13702,0,0,0
Prachuap Khiri Khan,Pran Buri,Nong Ta Taem,12694,0,0,0
Prachuap Khiri Khan,Pran Buri,Pak Nam Pran,15027,0,0,0
Prachuap Khiri Khan,Pran Buri,Pran Buri,29763,0,0,0
